name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	wb.region
RAID1	44.2722	-34.6658	1.13460281992186	-999	RAID	R	depth	37.4458	-29.0397	0.0944345	Right Cerebral White Matter
RAID2	48.4526	-30.6443	1.10432055469412	-999	RAID	R	depth	40.8305	-24.845	-0.484656	Right Cerebral White Matter
RAID3	53.5389	-28.7039	1.36195690523887	-999	RAID	R	depth	45.8254	-21.6651	-1.11249	Right STG superior temporal gyrus
RAID4	58.9813	-27.0819	0.722744250036965	-999	RAID	R	depth	50.2496	-18.0842	-1.11816	Right MTG middle temporal gyrus
RAID5	61.1302	-23.3166	0.588249833195858	-999	RAID	R	depth	53.6191	-14.8921	-1.81248	Right MTG middle temporal gyrus
RAID6	62.2882	-18.5238	1.48602748172785	-999	RAID	R	depth	58.0359	-11.8125	-1.87589	Right MTG middle temporal gyrus
RAID7	63.6396	-13.8667	0.800992607899533	-999	RAID	R	depth	62.4889	-8.62851	-2.52588	Right STG superior temporal gyrus
RAID8	66.892	-10.0169	-1.53087738907082	-999	RAID	R	depth	66.4002	-5.44042	-3.19805	n/a
RASD1	35.5547	-38.0171	8.88357799434013	-999	RASD	R	depth	32.4343	-29.9421	12.0988	Right Cerebral White Matter
RASD2	40.5689	-35.1887	7.1271769715021	-999	RASD	R	depth	36.9086	-27.662	10.6291	Right Cerebral White Matter
RASD3	46.5808	-31.8338	6.9862546166783	-999	RASD	R	depth	41.8884	-25.4877	9.82567	Right Cerebral White Matter
RASD4	53.648	-28.9115	7.82009029010745	-999	RASD	R	depth	47.4462	-23.2155	8.4046	Right Cerebral White Matter
RASD5	59.8264	-27.6358	7.69103131434324	-999	RASD	R	depth	51.8918	-20.5353	7.64236	Right STG superior temporal gyrus
RASD6	64.2587	-26.6152	7.52385080958831	-999	RASD	R	depth	56.2933	-18.4587	7.45662	Right STG superior temporal gyrus
RASD7	66.5789	-24.3744	6.57249974176747	-999	RASD	R	depth	60.7312	-16.2803	6.62897	Right STG superior temporal gyrus
RASD8	68.0912	-20.8554	5.38656384238791	-999	RASD	R	depth	66.8309	-14.012	5.23214	Right STG superior temporal gyrus
RSAD1	33.0338	-41.5086	12.4197812834499	-999	RSAD	R	depth	28.9191	-33.5381	15.4115	Right Cerebral White Matter
RSAD2	35.9037	-40.3461	15.2412470108551	-999	RSAD	R	depth	32.0184	-32.0631	19.0286	Right Cerebral White Matter
RSAD3	38.2598	-38.9824	18.2309757408097	-999	RSAD	R	depth	35.1176	-30.5882	22.6459	Right Cerebral White Matter
RSAD4	41.8995	-38.8214	20.4935045680533	-999	RSAD	R	depth	39.2853	-30.1243	26.1807	Right Cerebral White Matter
RSAD5	44.7943	-39.1642	23.1522981680562	-999	RSAD	R	depth	42.8899	-28.755	30.464	Right Cerebral White Matter
RSAD6	48.9036	-37.8988	25.3703647311754	-999	RSAD	R	depth	47.0728	-27.2879	34.1297	Right AnG angular gyrus
RSAD7	50.0516	-32.116	31.2702991895091	-999	RSAD	R	depth	50.1796	-25.3113	37.8124	Right PoG postcentral gyrus
RSAD8	51.9324	-25.1705	38.8636400723923	-999	RSAD	R	depth	54.399	-23.7426	40.8362	Right SMG supramarginal gyrus
RSMD1	28.2032	-48.9168	21.6376543976178	-999	RSMD	R	depth	22.848	-42.0461	23.8803	Right Cerebral White Matter
RSMD2	33.0169	-46.8767	22.858599971279	-999	RSMD	R	depth	27.0673	-40.4774	26.9041	Right Cerebral White Matter
RSMD3	37.5953	-45.912	26.6014280663963	-999	RSMD	R	depth	31.1621	-40.2167	31.7226	Right Cerebral White Matter
RSMD4	40.2534	-45.4921	29.7409742596526	-999	RSMD	R	depth	34.2461	-39.7451	35.2088	Right Cerebral White Matter
RSMD5	42.294	-44.9053	32.3676903192136	-999	RSMD	R	depth	37.3666	-39.1719	38.053	Right Cerebral White Matter
RSMD6	43.9451	-41.6088	38.9872810156172	-999	RSMD	R	depth	42.0185	-37.9119	43.0268	Right Cerebral White Matter
RSMD7	46.9508	-40.8303	42.653520324316	-999	RSMD	R	depth	45.1025	-37.4402	46.513	Right Cerebral White Matter
RSMD8	50.4537	-40.3675	46.8616724295224	-999	RSMD	R	depth	48.1501	-37.0701	50.641	Right Cerebral White Matter
RSPD1	17.5477	-60.7306	14.5626270952731	-999	RSPD	R	depth	12.7122	-54.4996	15.2311	Right Cerebral White Matter
RSPD2	24.0645	-58.8204	18.855652046475	-999	RSPD	R	depth	18.4842	-53.1459	19.6115	Right PCu precuneus
RSPD3	30.6413	-56.6269	21.8319847911013	-999	RSPD	R	depth	23.6778	-51.89	24.6096	Right Cerebral White Matter
RSPD4	36.45	-53.9581	25.7802254866183	-999	RSPD	R	depth	28.8351	-50.7355	30.2495	Right Cerebral White Matter
RSPD5	40.5651	-52.7299	31.0605596052357	-999	RSPD	R	depth	33.9923	-49.5811	35.8895	Right SPL superior parietal lobule
RSPD6	44.4613	-51.3108	35.2264986839776	-999	RSPD	R	depth	39.772	-47.7257	40.3354	Right MOG middle occipital gyrus
RSPD7	46.5642	-50.0937	42.2844961334736	-999	RSPD	R	depth	44.9292	-46.5714	45.9754	Right Cerebral White Matter
RPSD1	30.2691	-54.0678	12.2907362420824	-999	RPSD	R	depth	24.3791	-47.051	13.4483	Right Lateral Ventricle
RPSD2	35.3177	-56.2544	13.3812620498143	-999	RPSD	R	depth	27.4753	-50.3892	15.1263	Right Lateral Ventricle
RPSD3	40.027	-59.3448	13.3198090698032	-999	RPSD	R	depth	30.6654	-54.4259	14.7476	Right Cerebral White Matter
RPSD4	43.3497	-61.9744	14.3865758925611	-999	RPSD	R	depth	33.7978	-57.6626	15.7838	Right Cerebral White Matter
RPSD5	46.1396	-65.7546	15.6398880942018	-999	RPSD	R	depth	37.9989	-61.9103	16.7374	Right Cerebral White Matter
RPSD6	49.7405	-67.2936	15.8531433301275	-999	RPSD	R	depth	42.8084	-64.0539	17.3356	Right MOG middle occipital gyrus
RPSD7	51.2913	-70.4568	16.6567353772129	-999	RPSD	R	depth	47.017	-67.7999	18.3547	Right MOG middle occipital gyrus
RPSD8	55.403	-71.0671	17.5437431770979	-999	RPSD	R	depth	52.3684	-69.9473	18.9771	n/a
RPID1	24.2962	-63.3418	1.54115753513629	-999	RPID	R	depth	19.2673	-56.7268	3.41917	Right Cerebral White Matter
RPID2	30.9241	-62.9124	4.66918075747953	-999	RPID	R	depth	24.6127	-56.9694	4.94556	Right Cerebral White Matter
RPID3	38.001	-62.1753	7.49764933415276	-999	RPID	R	depth	29.9429	-58.2151	6.34088	Right Cerebral White Matter
RPID4	42.938	-63.5776	8.30608901036233	-999	RPID	R	depth	34.2106	-60.3547	6.91466	Right Cerebral White Matter
RPID5	49.2204	-62.3036	9.77223827215483	-999	RPID	R	depth	39.556	-60.5971	8.44102	Right MTG middle temporal gyrus
RPID6	54.2741	-62.9497	9.24275933638444	-999	RPID	R	depth	45.4857	-62.6469	8.44574	Right MTG middle temporal gyrus
RPID7	58.1091	-62.9535	9.1505885757779	-999	RPID	R	depth	50.8524	-63.791	9.19917	Right MTG middle temporal gyrus
RPID8	61.2634	-63.8045	10.1024796996837	-999	RPID	R	depth	56.1826	-65.0368	10.5945	n/a
RINMD1	50.0345	-12.0911	-4.54667786511824	-999	RINMD	R	depth	46.3738	-6.18942	-4.72025	Right PP planum polare
RINMD2	49.7913	-11.2396	-0.580159552042529	-999	RINMD	R	depth	46.1857	-4.81075	-0.969567	Right TTG transverse temporal gyrus
RINMD3	49.0409	-10.7809	2.66765999333333	-999	RINMD	R	depth	46.0187	-4.32128	2.25613	Right TTG transverse temporal gyrus
RINMD4	46.5006	-8.77937	5.7461386212044	-999	RINMD	R	depth	44.7832	-2.81502	5.67929	Right CO central operculum
RINMD5	44.8595	-6.92409	9.6289915394416	-999	RINMD	R	depth	44.595	-1.41806	9.79295	Right CO central operculum
RINMD6	43.7415	-7.3105	14.1772326267457	-999	RINMD	R	depth	44.3554	-1.12616	14.4173	Right Cerebral White Matter
RINMD7	42.0491	-5.47282	18.6277027733144	-999	RINMD	R	depth	43.0911	0.780282	18.548	Right Cerebral White Matter
RINMD8	42.1198	-5.3348	22.7011547987028	-999	RINMD	R	depth	42.9242	1.2755	21.8886	Right Cerebral White Matter
RINMD9	42.5839	-3.9458	26.9460827696539	-999	RINMD	R	depth	42.7725	2.77395	25.3603	Right Cerebral White Matter
RINMD10	42.4701	-2.07617	31.1611888876069	-999	RINMD	R	depth	41.4855	3.1754	29.2943	Right Cerebral White Matter
RINPD1	50.424	-13.0077	-0.0783742029163051	-999	RINPD	R	depth	47.2388	-6.82384	-1.15589	Right TTG transverse temporal gyrus
RINPD2	49.9494	-13.6186	2.8517540902334	-999	RINPD	R	depth	47.0567	-7.33895	1.91147	Right Cerebral White Matter
RINPD3	49.4451	-14.0089	5.31598923850007	-999	RINPD	R	depth	46.8746	-7.84705	5.12101	Right Cerebral White Matter
RINPD4	47.3959	-14.0364	8.12089868595535	-999	RINPD	R	depth	45.6087	-8.34733	8.28208	Right TTG transverse temporal gyrus
RINPD5	45.8894	-15.3366	13.0511091334968	-999	RINPD	R	depth	45.3022	-10.1635	13.2864	Right CO central operculum
RINPD6	43.8885	-16.2753	16.8604595294869	-999	RINPD	R	depth	43.9999	-10.7654	17.0894	Right CO central operculum
RINPD7	42.9226	-16.3485	20.7211824569779	-999	RINPD	R	depth	43.7814	-11.375	20.9409	Right Cerebral White Matter
RINPD8	41.2077	-16.6953	25.3589185886305	-999	RINPD	R	depth	42.4427	-12.0784	25.3857	Right Cerebral White Matter
RINPD9	40.5341	-18.1988	28.6508002308428	-999	RINPD	R	depth	42.2088	-13.6915	29.1061	Right Cerebral White Matter
RINPD10	39.3208	-17.3971	33.6045876813229	-999	RINPD	R	depth	40.8703	-14.3949	33.5511	Right Cerebral White Matter
RMHD1	28.1311	-33.2921	-10.9876392296258	-999	RMHD	R	depth	27.1252	-29.3984	-9.37978	Right Cerebral White Matter
RMHD2	29.8847	-27.9488	-9.64421987393622	-999	RMHD	R	depth	29.2957	-24.6107	-7.54102	Right Cerebral White Matter
RMHD3	33.2358	-26.6716	-10.8351071203594	-999	RMHD	R	depth	32.65	-22.4211	-8.35076	Right Cerebral White Matter
RMHD4	37.2165	-24.6303	-11.2879455965494	-999	RMHD	R	depth	36.0407	-20.1273	-9.74708	Right Inf Lat Vent
RMHD5	41.6289	-21.6191	-9.45567634389704	-999	RMHD	R	depth	39.4025	-17.4364	-10.4992	Right Cerebral White Matter
RMHD6	46.1559	-18.5655	-8.71808464099947	-999	RMHD	R	depth	43.3351	-15.1464	-11.8733	Right Cerebral White Matter
RMHD7	48.9892	-16.3533	-9.0627891188926	-999	RMHD	R	depth	46.6529	-13.0612	-12.0964	Right Cerebral White Matter
RMHD8	52.066	-14.5399	-11.3636285187155	-999	RMHD	R	depth	50.0071	-10.8716	-12.906	Right Cerebral White Matter
RMHD9	55.5453	-12.4706	-13.4023510783251	-999	RMHD	R	depth	53.3764	-7.67957	-13.6004	Right STG superior temporal gyrus
RMHD10	58.3902	-10.8776	-13.3773669970797	-999	RMHD	R	depth	56.6942	-5.59446	-13.8234	Right STG superior temporal gyrus
RPHD1	40.5712	-32.2986	-8.72289090816088	-999	RPHD	R	depth	36.945	-27.3615	-9.33683	Right Cerebral White Matter
RPHD2	45.5054	-32.4376	-4.0660245255472	-999	RPHD	R	depth	38.9666	-27.7952	-6.90139	Right Cerebral White Matter
RPHD3	49.7349	-33.2724	-0.0622691288902895	-999	RPHD	R	depth	40.9518	-28.3332	-3.8793	Right MTG middle temporal gyrus
RPHD4	54.7745	-32.8895	3.37104793048343	-999	RPHD	R	depth	44.5776	-27.8807	-0.675417	Right Cerebral White Matter
RPHD5	57.2539	-32.9916	5.8658987133725	-999	RPHD	R	depth	46.5629	-28.4144	2.43435	Right MTG middle temporal gyrus
RPHD6	60.0021	-32.5448	8.42281966383897	-999	RPHD	R	depth	49.6104	-28.0443	6.56242	Right MTG middle temporal gyrus
RPHD7	62.1671	-32.7095	9.9813973396049	-999	RPHD	R	depth	52.6945	-27.5727	10.0486	Right STG superior temporal gyrus
RPHD8	61.666	-32.2687	11.7688362387945	-999	RPHD	R	depth	54.6948	-27.0931	13.4863	Right STG superior temporal gyrus
RPHD9	61.5148	-32.8254	13.5792224212533	-999	RPHD	R	depth	56.68	-27.6169	16.7929	Right Cerebral White Matter
RPHD10	62.7756	-32.7087	14.9662394600169	-999	RPHD	R	depth	59.8369	-26.9421	18.9952	Right STG superior temporal gyrus
RCPD1	11.486	-35.4922	28.1014721539979	-999	RCPD	R	depth	7.03804	-34.5157	28.0769	Right Cerebral White Matter
RCPD2	16.2648	-40.0916	30.9550364977546	-999	RCPD	R	depth	11.1601	-37.0617	31.2184	Right Cerebral White Matter
RCPD3	19.3855	-43.008	33.8618865240555	-999	RCPD	R	depth	14.1621	-39.7015	34.9533	Right Cerebral White Matter
RCPD4	21.8986	-45.181	35.8643324315191	-999	RCPD	R	depth	16.6587	-42.2358	38.022	Right Cerebral White Matter
RCPD5	24.3753	-46.9621	38.1244959881783	-999	RCPD	R	depth	19.697	-44.7739	41.1151	Right Cerebral White Matter
RCPD6	25.9387	-49.0063	41.7158699788462	-999	RCPD	R	depth	22.6991	-47.4137	44.8499	Right Cerebral White Matter
RCPD7	27.2443	-50.0219	47.7480732861131	-999	RCPD	R	depth	25.6798	-49.1519	49.3579	Right SPL superior parietal lobule
RCPD8	30.0709	-53.3096	50.6422389655338	-999	RCPD	R	depth	28.747	-52.09	51.7434	Right SPL superior parietal lobule
RCPD9	32.6958	-56.95	55.8218063585033	-999	RCPD	R	depth	31.7127	-54.8314	56.1201	Right SPL superior parietal lobule
RCPD10	36.2302	-61.1083	57.588596319683	-999	RCPD	R	depth	34.7511	-57.3697	59.2132	Right SPL superior parietal lobule
RCFPD1	13.3748	-47.9776	19.9708168169369	-999	RCFPD	R	depth	6.18782	-44.4262	19.5257	Right Cerebral White Matter
RCFPD2	14.7258	-53.5533	23.645955316826	-999	RCFPD	R	depth	8.02569	-47.763	24.4304	Right PCu precuneus
RCFPD3	15.7512	-53.602	27.8029615367775	-999	RCFPD	R	depth	8.80272	-49.587	29.4832	Right Cerebral White Matter
RCFPD4	16.3063	-55.301	30.4132460382964	-999	RCFPD	R	depth	9.63743	-52.2112	33.121	Right PCu precuneus
RCFPD5	16.7998	-56.3582	34.6914351693043	-999	RCFPD	R	depth	10.4144	-54.0352	38.1739	Right Cerebral White Matter
RCFPD6	16.1326	-58.9798	38.2346540376229	-999	RCFPD	R	depth	11.2126	-56.7609	42.4536	Right SPL superior parietal lobule
RCFPD7	15.8743	-60.2775	41.6422889726922	-999	RCFPD	R	depth	12.0626	-58.3817	46.2226	Right SPL superior parietal lobule
RCFPD8	16.7404	-62.4209	46.5673067575827	-999	RCFPD	R	depth	13.908	-61.2169	51.1928	Right Cerebral White Matter
RCFPD9	17.7422	-61.9667	53.7380414551723	-999	RCFPD	R	depth	15.2269	-63.0449	56.2699	Right Cerebral White Matter
RCFPD10	18.8396	-64.7821	60.07054710018	-999	RCFPD	R	depth	17.0724	-65.8801	61.2401	Right Cerebral White Matter
RSFS1	23.9998	28.41	49.3781059117133	-999	RSFS	R	strip	25.274	30.2441	49.1469	Right SFG superior frontal gyrus
RSFS2	25.2505	31.9672	53.7906064098273	-999	RSFS	R	strip	28.3672	33.624	53.6682	Right SFG superior frontal gyrus
RSFS3	29.978	25.3282	57.0465832455911	-999	RSFS	R	strip	30.1942	24.9723	56.5683	Right SFG superior frontal gyrus
RSFS4	34.1951	13.162	59.8843571984381	-999	RSFS	R	strip	32.0197	13.9141	58.4988	n/a
RSFS5	36.2552	0.505692	60.6331751186774	-999	RSFS	R	strip	32.8421	3.56851	59.1624	n/a
RSFS6	37.2053	-15.4636	63.2920809320572	-999	RSFS	R	strip	32.5594	-5.86743	60.5506	Right PrG precentral gyrus
RLFS1	50.7675	45.4474	13.6544229768092	-999	RLFS	R	strip	52.038	46.8004	12.4576	n/a
RLFS2	49.6797	38.4399	23.8942885215006	-999	RLFS	R	strip	51.4443	39.8598	20.7236	Right MFG middle frontal gyrus
RLFS3	50.1353	32.4026	32.9614093912835	-999	RLFS	R	strip	51.9784	33.5145	28.4617	Right MFG middle frontal gyrus
RLFS4	51.7637	23.9817	38.9834477756555	-999	RLFS	R	strip	51.3771	26.0722	36.6622	n/a
RLFS5	49.3599	18.0787	44.3426067585654	-999	RLFS	R	strip	49.7287	18.7394	44.1723	n/a
RLFS6	47.3477	10.5282	48.5450511541176	-999	RLFS	R	strip	47.0467	10.1127	50.1534	n/a
